"probeset_id"	"UT.1"	"UT.2"	"UT.3"	"Drug_53.1"	"Drug_53.2"	"Drug_53.3"	"Drug_11.1"	"Drug_11.2"	"Drug_11.3"	"Drug_38.1"	"Drug_38.2"	"Drug_38.3"	"Drug_49.1"	"Drug_49.2"	"Drug_49.3"	"Comment.gene_symbols."	"Comment.descriptions."
"11"	"TC0X000370.hg.1"	7.81563595194694	7.85464109371605	7.96528859696366	7.94739156012698	7.84971006706967	7.91476878714489	7.9932473667728	8.013015313928	8.08827846030537	8.01073418751576	7.86087775552424	8.04842121921566	8.06927642101963	8.04334776166419	8.07322475766381	"IGBP1"	"immunoglobulin (CD79A) binding protein 1"
"12"	"TC16002070.hg.1"	7.06750481603016	7.04951098650042	7.02152269356379	7.17944459685515	7.07632438612815	7.2526333997236	7.37604719581805	7.47573962807567	7.37243157826935	7.00422238666092	7.26479825358737	7.27249106768578	6.2895401376846	6.53973782059472	6.47948085835768	"C16orf53"	"chromosome 16 open reading frame 53"
"13"	"TC12000714.hg.1"	3.57387521008538	3.687618503817	4.06827894258407	3.7024081058754	3.96483298256524	3.7095729521761	3.49713767498401	3.50452921929906	3.67820890501657	3.58073143409761	3.89799954668058	3.630195680281	3.70636280548832	3.69234004355628	3.6993725639286	"PLEKHG7"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 7"
"14"	"TC6_cox_hap2000042.hg.1"	6.30254106812259	6.21749370080254	6.15664577661024	6.0940919155227	6.22735698039392	6.09145196131129	6.2413129337982	6.18237385391367	6.30093578705837	6.22181215979832	6.21522515470901	5.97422458867319	5.86441188680449	5.74023059589824	5.70330176223406	"ATAT1"	"alpha tubulin acetyltransferase 1"
"15"	"TC08000278.hg.1"	8.12614769561871	8.3043299325078	8.14751070272859	8.27239410948971	8.20851172931493	8.23462392775046	8.29567938248442	8.15179289861216	8.32933264142961	8.36876085473645	8.19408173293286	8.19855357935663	8.14785469268812	8.06586758596052	7.96259986708179	"PROSC"	"proline synthetase co-transcribed homolog (bacterial)"
"16"	"TC12001165.hg.1"	2.84840110186154	2.74889573666586	2.83716658687252	2.77909597931817	2.80934236552061	2.79909980287118	2.83195406021604	2.95552150615669	2.93956780770436	2.77610623556913	2.95232396724516	2.93750749992428	3.13217892712507	3.10644240659189	3.07328764830826	"CLEC4C"	"C-type lectin domain family 4, member C"
"17"	"TC0X001321.hg.1"	4.22057725063754	4.34845851143078	4.53595941470461	4.39919925498281	4.47387864007296	4.48923293265628	4.38834015670063	4.56743410078242	4.69176009438352	4.49304483391884	4.74564697457675	4.61265494903696	4.47217343463059	4.51315721439979	4.65765764830668	"RHOXF1"	"Rhox homeobox family, member 1"
"18"	"TC04001370.hg.1"	7.07214874951175	7.21704252589328	7.37311533646696	6.90404842307828	7.07504080065639	7.15725513662736	6.54779391134016	6.69334172455146	6.99461093465138	6.30111275900464	7.0381167141895	6.97382700993322	6.93089357839236	7.32302962606433	7.23500596823879	"ABCG2"	"ATP-binding cassette, sub-family G (WHITE), member 2"
"19"	"TC17000018.hg.1"	6.70431579596672	6.77832359297345	6.65903609488789	6.70048219535622	6.62674622341279	6.69913001403785	6.55924632137569	6.66795956318441	6.76450426603502	6.55148181972916	6.65853996935764	6.55432376752011	6.51178167828946	6.36340799864101	6.33466767478049	"DPH1|OVCA2"	"DPH1 homolog (S. cerevisiae)|ovarian tumor suppressor candidate 2"
"20"	"TC01001838.hg.1"	5.28607417143421	5.10212751206573	4.90669989305001	5.16521658162699	5.16572859815246	5.21247836985652	5.51516556825496	5.35035099691486	5.10333689170169	5.49554257813938	5.16269730594937	5.285284983434	5.52022582315919	5.18298898073372	5.09791917594683	"CAPN2"	"calpain 2, (m/II) large subunit"
"21"	"TC01001264.hg.1"	5.26133545464572	5.15130549607448	5.09172247047215	5.13924070670363	5.13684380206993	5.20456793047421	5.21243107241287	5.38878711744129	5.36951158134429	5.2690653215608	5.38251274548871	5.42726816383647	5.40718887742719	5.5058365330996	5.45870408437381	"SLC27A3"	"solute carrier family 27 (fatty acid transporter), member 3"
"22"	"TC19000332.hg.1"	9.39327380635915	9.1851493137109	9.31063981210167	9.1144558924994	9.11843373151728	9.19398254343892	8.9542453704023	8.98501437725089	8.80452778290541	8.9336606104683	8.96858963749635	8.99483832942361	8.89239476840319	8.92359183773261	8.89794066065842	"DDA1"	"DET1 and DDB1 associated 1"
"23"	"TC17001861.hg.1"	5.25358977276691	5.28578728526082	5.23732826727897	5.19827577850203	5.23962876315562	5.23893540479903	5.15016961872718	5.37055265718136	5.20197313977293	5.06198626837338	5.3240078104134	5.36260054114055	5.37906854814151	5.31853565216626	5.24650223605075	"CD300LF"	"CD300 molecule-like family member f"
"24"	"TC11000562.hg.1"	6.39842574401912	6.43456645535338	6.59519261143567	6.48582022498681	6.52510943536308	6.41469159645259	6.47493797634024	6.37739085649793	6.53774102576441	6.31011565127468	6.50939668065171	6.30472928516207	5.64865241861561	5.69132766672881	6.02174004355877	"TTC9C"	"tetratricopeptide repeat domain 9C"
"25"	"TC0X000620.hg.1"	5.54328931055372	5.5265708340642	5.59090620214367	5.4318014725425	5.35858969158709	5.44102688944963	5.55249213499075	5.65616077690348	5.65455043070928	5.34750359822654	5.43259716734062	5.50457838506246	5.35712571071403	5.46225907171932	5.28342006708521	"BCORL1"	"BCL6 corepressor-like 1"
"26"	"TC17002907.hg.1"	8.70106952673813	8.57382528497986	8.46901752164158	8.46307543662125	8.3719568888107	8.58198400997232	8.05913001865157	8.37761943671589	8.71610068725717	7.86191917436622	8.54468498407338	8.51653181842712	8.47154016336386	8.72685649138309	8.76050084804556	"JUP"	"junction plakoglobin"
"27"	"TC11001102.hg.1"	6.85782098198387	7.10921267113583	6.95067337301468	7.16984946883629	6.95078900339078	6.98536475065349	7.05031087379956	6.74315200505379	6.84071683635672	7.04397238416437	6.88863863395425	6.84998405531535	6.65211364288665	6.87160469170891	6.88787262647303	"ARHGEF12"	"Rho guanine nucleotide exchange factor (GEF) 12"
"28"	"TC01000342.hg.1"	3.76707905164117	3.65063450090638	3.71408896523221	3.65026877422942	3.39423362552576	3.75316762420994	3.28297521731515	3.65004885049909	3.74326897385046	3.60036111496744	3.71506231495552	3.81223016952746	3.64515131832858	3.73641275700436	3.75365965033058	"CD52"	"CD52 molecule"
"29"	"TC19000388.hg.1"	6.27521390974718	6.4287906310895	6.85993668921786	6.39571901636496	6.4525247479277	6.43549390425075	6.72466472337195	6.4051095115013	6.44224607219497	6.53588177244502	6.46860909584647	6.30312973610216	6.10109604544015	6.04534959302386	6.04652614788977	"ZNF714"	"zinc finger protein 714"
"30"	"TC18000402.hg.1"	9.23165623738304	9.0869449003969	9.26381911824553	9.23558597110348	9.34953523648141	9.321117479185	9.18558393909093	8.86385343557003	8.78452251324182	9.20541580808377	8.93568986463996	8.95963259103257	9.136313828912	9.25021729127165	9.4615588883001	"ABHD3"	"abhydrolase domain containing 3"
"31"	"TC02000087.hg.1"	5.349790717459	5.27697997598608	5.17117034110424	5.23995029851292	5.27622570992355	5.28250941203908	5.30215761262721	5.46196093634629	5.38026474706069	5.40924305113036	5.49267487059955	5.47979810040782	5.50850118356923	5.48458558337528	5.44768875472282	"FAM84A"	"family with sequence similarity 84, member A"
"32"	"TC02001758.hg.1"	6.05684029951636	6.13087742390826	6.15911510309844	6.09951339320286	6.09113903063838	6.16657837035366	5.78602581873183	5.52391922503178	5.60247385650518	5.74691433919422	5.53565319442271	5.51232545227955	4.7979787933376	5.24279991418855	5.03212203444	"DHX57"	"DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57"
"33"	"TC22000911.hg.1"	7.65929506264461	7.81535538180147	7.5481776162163	7.65241972886318	7.64223473090443	7.66829420802243	7.59902905821493	7.71634156725855	7.84012464962138	7.65558174997147	7.69670627042567	7.7277387089777	7.9990144485424	7.94900436502732	7.76552111394657	"PLXNB2"	"plexin B2"
"34"	"TC02000539.hg.1"	3.6437424070398	3.71106293153357	3.47520945347331	3.58295858053656	3.49887983111701	3.57872662511031	3.52358580591298	3.83458516583723	3.68387748916895	3.51492469833893	3.80816156941599	3.74069035257853	3.90303957701494	3.91221073909664	3.81473609598205	"SMYD1"	"SET and MYND domain containing 1"
"35"	"TC17001319.hg.1"	6.84629590647209	7.02681930634776	6.74105211773312	6.65375428589786	6.58636864550574	6.60626669334129	6.54201557423451	6.68172920468285	7.14190417789661	6.28077964703747	6.94197757862763	6.75169914756126	5.94562783280634	6.48664849387225	6.66826289106998	"ABHD15"	"abhydrolase domain containing 15"
"36"	"TC07001373.hg.1"	4.44803546524497	4.49993793665495	4.38411622259533	4.39621358386653	4.42559758842675	4.43184974200634	4.48239703130277	4.62868627054598	4.4461960955324	4.53772770607354	4.67384168919338	4.61503159755326	4.66734896701738	4.68978678366086	4.59584222772159	"DDC"	"dopa decarboxylase (aromatic L-amino acid decarboxylase)"
"37"	"TC08000920.hg.1"	4.43562455887423	4.27375359482429	4.28048297289405	4.33452143972015	4.39328276199212	4.3805987450639	4.38176353456717	4.4895257987199	4.4108953940246	4.54074259339654	4.54095859641286	4.53181669639863	4.42015673111518	4.73083828160028	4.65661183581048	"DEFB103A|DEFB103B"	"defensin, beta 103A|defensin, beta 103B"
"38"	"TC11002324.hg.1"	8.61513510974595	8.4470680719447	8.2440088217929	8.42720696685669	8.40339668120151	8.43784380439465	8.66251731304219	8.43028201415222	8.17652067511644	8.67319271465183	8.20307967862933	8.26239496051783	7.97237944460506	7.56461542035837	7.50347540549243	"ZNF259"	"zinc finger protein 259"
"39"	"TC6_mann_hap4000015.hg.1"	2.64222117716382	2.40334188528347	2.36581632648495	2.30308822048122	2.52908250810389	2.49848306921729	2.37677362332025	2.44997931152237	2.53250531110233	2.40650366700669	2.91409900506264	2.53233105814188	2.69936691711119	2.52598341985409	2.64539442349557	"OR2H2"	"olfactory receptor, family 2, subfamily H, member 2"
"40"	"TC03001731.hg.1"	7.67196473767605	7.71305999844314	7.80132537865552	7.71682572522779	7.69028770885556	7.75584841650435	7.72597633521093	7.73308843869519	7.75143296295348	7.74141019959064	7.74481499229009	7.61178601669926	7.47609183956798	7.74405774968782	7.79049644156676	"ALG1L"	"asparagine-linked glycosylation 1-like"
"41"	"TC0X001516.hg.1"	8.62446554384135	8.66584844524116	8.57641736166976	8.61245976590463	8.57740971790308	8.55638612371202	8.42540299809406	8.63831288446015	8.69122272918553	8.3921383186564	8.69516324929674	8.62188139446355	8.86585250323501	8.99830565434917	8.89143339694195	"BCAP31"	"B-cell receptor-associated protein 31"
"42"	"TC6_qbl_hap6000108.hg.1"	2.81905567525423	2.65705243146988	2.71779011392138	2.76677784223334	2.64035010985303	2.80496755541467	2.76618893144775	2.7107234843107	2.79120480866544	2.89871545641934	2.65461191501078	2.56049508507584	3.01565357844132	2.63688509569835	2.39400203942331	"OR2W1"	"olfactory receptor, family 2, subfamily W, member 1"
"43"	"TC17002846.hg.1"	5.71506669360307	5.47948590438299	5.113796899269	5.39054607731352	5.4914443882893	5.43299081717501	5.58814162405265	5.54157942507793	5.36721765794465	5.60843569263641	5.46808473684448	5.49800339143816	5.67357376039053	5.25895032070884	5.30389697643498	"TRPV3"	"transient receptor potential cation channel, subfamily V, member 3"
"44"	"TC01001267.hg.1"	9.43561752810815	9.45405453006603	9.43539434974576	9.40138831086614	9.36359615936011	9.33708954161651	9.53323057776014	9.55973714988955	9.51960310655797	9.44754649997507	9.40468700713227	9.39645087896169	8.90436730502352	9.01503407646436	8.91217806630633	"UBAP2L"	"ubiquitin associated protein 2-like"
"45"	"TC05001484.hg.1"	2.73197679104299	2.74726842472932	2.7337497939447	2.572151958324	2.55817416421619	2.64503643484395	2.66313151580969	2.76322186830061	2.78696699167901	2.66395534876829	2.70233896929125	2.77899344592042	2.81364965963109	2.82682142965428	2.82470417399272	"FAM169A"	"family with sequence similarity 169, member A"
"46"	"TC15000061.hg.1"	2.51859635820528	2.71201024975952	2.27524024973087	2.56754759241642	2.33466747460958	2.42564220944393	2.17331075030239	2.42678183986884	2.55445866362598	2.47411330650903	2.31874283318687	2.74083713077486	2.22618151859229	2.76288489946545	2.3450079199191	"SNORD116-15"	"small nucleolar RNA, C/D box 116-15"
"47"	"TC01003124.hg.1"	5.93410955349351	5.93413684901029	6.09850853214613	6.02870240462381	5.8299705218848	5.78289671573983	5.86236589035171	5.85199790712962	5.93578672125014	5.66109053471956	5.80675017442655	5.71971304997886	5.89729415938679	5.59110814394492	5.68468375553233	"PRKAB2"	"protein kinase, AMP-activated, beta 2 non-catalytic subunit"
"48"	"TC01000408.hg.1"	8.1825337266945	7.86947969716577	7.70152283723749	8.2929094523171	8.29767103912621	8.29648184572839	8.4847982650157	8.41141257751796	7.92160470151512	8.79475694726631	8.1320400120289	8.22318484952834	8.85778717448434	8.06134021769601	8.07206493151942	"SERINC2"	"serine incorporator 2"
"49"	"TC04001379.hg.1"	5.04029775479719	5.08637202236455	4.86127820549623	5.01265819751768	4.9308667103845	5.07118972770775	5.31080349030804	5.38049137294775	5.25072394116942	5.20158773515546	5.10714938649991	5.21639163646953	5.09459632757729	5.24505610755766	5.13999294662877	"NAP1L5"	"nucleosome assembly protein 1-like 5"
"50"	"TC11000976.hg.1"	7.53014122484358	7.28719002922359	7.40279539645493	7.67484823502825	7.5623602171779	7.5416742288009	7.57056071072506	7.45062897304622	7.08871932446083	7.68118046827304	7.19882384529055	7.19214268702217	7.36633494292273	7.01362633892662	7.17039849132665	"RAB39A"	"RAB39A, member RAS oncogene family"
"51"	"TC11001763.hg.1"	3.31037673991935	2.95828258349151	3.1638542454706	3.41029550907018	3.20457508134047	3.40075408445272	3.3753077707787	3.13137305535587	3.47084271360958	3.17946323971075	3.42562932751583	3.52914038477349	3.63589635467678	3.54977293316833	3.8135220475071	"OR4A5"	"olfactory receptor, family 4, subfamily A, member 5"
"52"	"TC02005055.hg.1"	6.97880017773909	7.15072389034046	7.34229026904313	7.00496528054638	6.7719929026717	6.79822534602999	6.76199964268077	6.91507455730578	7.22412119724299	6.69792874879248	6.98034557240083	6.86958382054037	6.76151794261429	7.50357165178787	7.22171629321619	"ATG9A"	"autophagy related 9A"
"53"	"TC08000591.hg.1"	4.54994546029278	4.68482758956009	4.48789180404445	4.61768196001934	4.54536377416163	4.56628408126189	4.81963989985365	4.80376556144633	4.76973434908532	5.00140698985118	4.62014200967537	4.58019269940272	4.91328138571272	4.88388381729316	4.71405416433768	"CPQ"	"carboxypeptidase Q"
"54"	"TC02000353.hg.1"	6.537210028922	6.30373297377774	6.17697248435817	6.4701690955904	6.70391689415839	6.60108900418563	6.45659813681231	6.04947591031013	6.01499381997924	6.61160536512168	6.05405528875191	5.97301612116235	6.61542916323922	5.97058924578692	6.03505892685567	"AHSA2"	"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
"55"	"TC06001533.hg.1"	5.14519655126326	5.2471891013421	5.17684076768289	5.11616149456288	5.0358613183727	5.13674336670772	5.24684853070498	5.26062930244497	5.26454697249231	5.10371638387322	5.22510517097285	5.18132915925771	4.96922416015968	5.09047890852416	5.11365399104606	"C6orf47"	"chromosome 6 open reading frame 47"
"56"	"TC02002256.hg.1"	6.40252175284349	6.34755671516734	6.29965964140091	6.52354875943313	6.46371660411149	6.60458241864915	6.50916083974902	6.63798293466151	6.49826457832049	6.63904015797684	6.25489187868734	6.23009149260601	5.01264654366661	4.97789551774884	4.50276884887126	"TMEM185B"	"transmembrane protein 185B"
"57"	"TC09000740.hg.1"	8.4678739394431	8.34646164569131	8.54232882984627	8.47013957361949	8.47997108328103	8.51036929905132	8.43650932375734	8.23773216752375	8.30828587298993	8.39265489530968	8.21540309126515	8.19438902093617	7.59921139598292	7.67462682184765	7.76012545867514	"EXOSC2"	"exosome component 2"
"58"	"TC02000246.hg.1"	5.82631470280706	5.74558282402942	5.87512304410555	5.95524393119979	5.96475805156192	5.97927357996225	6.03967881489222	5.93660950402969	5.90914218796043	6.05707553684945	5.87047087437754	5.83642563455963	5.79211997680997	5.60104522330494	5.64029212067998	"GEMIN6"	"gem (nuclear organelle) associated protein 6"
"59"	"TC12001587.hg.1"	4.0478244830419	3.95338527780964	3.88874125937009	4.06109085102371	4.02100644764495	3.97830463331354	4.06087496446573	4.26125122967988	4.13299359120549	4.03725317374372	4.23219490230954	4.21920370085382	4.22630142332227	4.26887921289976	4.27132935011519	"MMP19"	"matrix metallopeptidase 19"
"60"	"TC17001529.hg.1"	6.70410418603618	6.6940167765989	6.66517856301741	6.78084709528004	6.71816155981478	6.77194976283539	6.80143131133679	6.80116636105183	6.7282596333915	6.77598219784473	6.56677192505938	6.63874299098743	6.60570647862845	6.64949619061372	6.57445629789437	"STAT5B"	"signal transducer and activator of transcription 5B"
"61"	"TC03001592.hg.1"	4.66628630965966	4.77355223341188	4.76997934808704	4.7231058476474	4.67080748270136	4.74025220507313	4.70034589798	4.67729779565508	4.67901476975334	4.75873606120724	4.59455527844391	4.70165202151156	4.55071355388313	4.66082921362255	4.77823693438465	"DHFRL1"	"dihydrofolate reductase-like 1"
"62"	"TC17001171.hg.1"	7.26673176603569	7.40263542752327	7.52027552072342	7.40496012404738	7.40674086562621	7.31365895821287	7.28382109855335	7.14286510318465	7.21516871790007	7.35986380576505	7.29390119942613	7.16296774361705	6.90737397725236	7.27145152716804	7.233029407784	"NCOR1"	"nuclear receptor corepressor 1"
"63"	"TC10000422.hg.1"	6.08302410892489	5.86338897783492	5.94178707554581	5.96825506596528	5.91137377106612	5.89904157831331	5.94075038904791	6.20666405718491	6.09359591388906	5.97574741106941	6.10482202679282	6.17118271913958	6.07605423278212	6.18060580073823	6.24187906858822	"C10orf35"	"chromosome 10 open reading frame 35"
"64"	"TC09000121.hg.1"	2.94510252798943	2.85012672341405	2.77355965249982	2.85816075886242	2.78004534064924	2.7833203717219	2.87762366658999	3.06887114763522	3.0365994665987	2.83525094506689	3.03378239281284	2.97934568157216	3.18994527572443	2.93691403937261	3.0693665652062	"TEK"	"TEK tyrosine kinase, endothelial"
"65"	"TC01004028.hg.1"	5.21770521014803	5.11020429578726	5.24966508156509	5.23198497638613	5.15589077093707	5.163633254857	5.2534104391047	5.34367903968474	5.39744479221414	5.30664784161612	5.2479859537915	5.44147970648959	5.39846138531855	5.46155790852977	5.56150614751494	"MAP1LC3C"	"microtubule-associated protein 1 light chain 3 gamma"
"66"	"TC6_apd_hap1000056.hg.1"	1.50707178279906	1.74307446805278	1.24249527119544	1.8438159978524	1.4214201550764	1.41439827745583	1.33266300689086	1.53447905338856	1.39652960122775	1.24734870865719	1.71646312953063	1.63194664911179	1.37947084691104	1.86970587147627	1.83260645171895	"OR2B3"	"olfactory receptor, family 2, subfamily B, member 3"
"67"	"TC02001582.hg.1"	5.65151823710752	5.58119397528464	5.50416122915786	5.6136707806934	5.47380491940228	5.60489593405508	5.5954994697199	5.91666064887072	5.69911904271267	5.49878421051736	5.84004597482843	5.82198720268179	5.81511435390497	5.84231963941301	5.83375868209917	"NTSR2"	"neurotensin receptor 2"
"68"	"TC17000825.hg.1"	7.72241535247457	7.76311475913847	7.53291282861769	7.72258119000713	7.68608658482654	7.72690898692645	7.80519444298143	7.75262492485536	7.69974902772229	7.83935492226992	7.71024985657175	7.69321542472034	7.81475589736682	7.66498204572389	7.70523453837634	"RPL38"	"ribosomal protein L38"
"69"	"TC06001242.hg.1"	5.78129268309836	5.85016919516664	5.87066953471685	5.83785563610047	5.77976342484155	5.83055667732662	5.78783545904261	5.73588593724291	5.92870494564497	5.76450561478797	5.87501585104417	5.74124758791882	5.8344356328294	5.93940269306933	5.87392204194017	"LYRM4"	"LYR motif containing 4"
"70"	"TC14001272.hg.1"	5.04297831502837	5.0554694792007	4.91906278145193	5.03879574064656	5.04433332283082	5.05516409287046	4.98596322424054	5.19982530013113	5.09933399331608	5.04288259319581	5.10253012437422	5.1274479583543	5.0091134676552	5.02286558031282	5.04509165362549	"MAP3K9"	"mitogen-activated protein kinase kinase kinase 9"
"71"	"TC01002775.hg.1"	7.43996638562536	7.54634787129917	7.74639194102866	7.69900249412136	7.84072672106705	7.61738096430714	7.45178550191187	6.89546183368609	7.02635004224407	7.68312038608148	7.08204835497237	6.88098748559011	8.05614056643058	7.45888663973148	7.78289749197946	"ZRANB2"	"zinc finger, RAN-binding domain containing 2"
"72"	"TC0X000954.hg.1"	3.91245170211007	4.28119898958968	4.34453487084161	3.88419322979224	3.92536673617777	3.75519544077702	3.97559756994455	4.14687560898947	4.28339396961322	4.03877505722617	4.1961727859875	3.82644658419398	4.28995284472927	4.5993475413919	4.47012751759952	"SRPX"	"sushi-repeat containing protein, X-linked"
"73"	"TC04000648.hg.1"	6.00184416175374	6.08664817112762	5.87652318254244	6.06284709310079	6.26605029164176	6.16842448335019	6.02232031906705	5.72883288204555	5.52998483924906	5.99706927957989	5.59146975737849	5.71882945549122	5.86520838190646	5.44724835602102	5.4626389082294	"LARP1B"	"La ribonucleoprotein domain family, member 1B"
"74"	"TC06001102.hg.1"	5.50215265231133	5.58911594376057	6.07666552938791	5.68024040406164	5.56380796713789	5.73386373843978	5.69651175613767	5.45994379324204	5.55972646843705	5.27798796084303	5.43117079310451	5.51531733417675	4.72593031309372	5.45867538944241	5.31028403611387	"C6orf211"	"chromosome 6 open reading frame 211"
"75"	"TC11001414.hg.1"	6.70908123111386	6.86688218431956	6.78192144201343	6.85519577511251	6.90751385786469	6.81598032919467	6.8589691635931	6.63422161637704	6.769092724027	6.95694550965568	6.62003568731795	6.78958838521278	6.59759870463711	6.55114916466952	6.65652010940727	"RNF141"	"ring finger protein 141"
"76"	"TC10002949.hg.1"	6.09930794604151	6.08426177290104	5.98260114535756	5.96542013505729	5.79537699211122	5.9670475015807	5.98013824471177	6.09539450971053	6.0151762458293	5.89010069323861	6.05634593472332	6.08339071676859	5.88945956300154	6.13858121141157	5.99929100047503	"ZNF511"	"zinc finger protein 511"
"77"	"TC17001490.hg.1"	2.95519733728782	2.74411184413749	2.8516398463483	2.87579829823971	2.7532058449452	2.85479569448543	2.93310958933604	3.22695717534454	2.91168677015749	2.90708095368555	3.18509175295967	2.99808881234525	3.04220221151274	2.75435727783614	3.00870424283223	"KRTAP4-12"	"keratin associated protein 4-12"
"78"	"TC13000212.hg.1"	3.8976465793105	3.78341962151112	3.80484329935631	3.85928397633887	3.90104005974467	3.82115457746656	3.87071080045463	4.14878536418727	3.90662266432392	3.83443536912707	3.92964902462757	3.98713219664069	4.17145490571326	3.91932427779283	4.14105022548692	"SERPINE3"	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3"
"79"	"TC6_dbb_hap3000040.hg.1"	5.77620273832781	5.73830214859378	5.65981753836452	5.64676234876224	5.61701312446803	5.65575909228042	5.73378620655805	5.89948367081648	5.83090946538323	5.78905889996158	5.87823832601331	5.90809516815898	5.96790172481672	5.98446357703622	5.99408113422814	"DDR1"	"discoidin domain receptor tyrosine kinase 1"
"80"	"TC01000124.hg.1"	5.23422398236143	5.18686823558959	5.33591592425124	5.2252331932728	5.28436143904136	5.27310883400702	5.33095944131554	5.27306296814584	5.1961586401423	5.29674607767241	5.35189630757471	5.25170301168903	5.27429077114403	5.25884299614864	5.28508043910039	"RBP7"	"retinol binding protein 7, cellular"
"81"	"TC20000569.hg.1"	5.97544810704033	5.82685045203896	5.81920965798644	5.91097567701893	5.88931632013129	5.80924555432862	5.8940065685206	6.18483872241076	6.14920053775487	5.95947995000913	6.02739379452662	6.12769775343297	6.11049465983999	6.14451318540619	6.08061610721326	"PROSAPIP1"	"ProSAPiP1 protein"
"82"	"TC02002818.hg.1"	2.41705081574261	2.50877791744555	2.3190792620468	2.45713970668604	2.49809765207698	2.48254848645091	2.53279736217512	2.63158956832119	2.7028573044726	2.40206158127936	2.517487101782	2.57320587639458	2.63835266039269	2.53551392014284	2.75153607756505	"SCG2"	"secretogranin II"
"83"	"TC17000309.hg.1"	7.4889152159752	7.59886224225443	7.66022971221074	7.15452802491116	7.36185628016212	7.28740049858708	7.2232979426995	7.10997844436873	7.23552062663512	6.95228939039003	7.13138089398942	7.20950354360765	6.5823416768848	6.14731699427248	6.08922854567925	"WSB1"	"WD repeat and SOCS box containing 1"
